Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE SAIL @ MARINA BAY,"2,260,000",936.47,"2,413",25-Aug,MARINA BOULEVARD,Resale,Strata,87,"25,977",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,36 to 40
V ON SHENTON,"1,065,000",484.38,"2,199",25-Aug,SHENTON WAY,Resale,Strata,45,"23,667",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
ONE MARINA GARDENS,"2,635,221",904.18,"2,915",25-Aug,MARINA GARDENS LANE,New Sale,Strata,84,"31,372",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"5,144,355","1,646.89","3,124",25-Aug,MARINA GARDENS LANE,New Sale,Strata,153,"33,623",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,137,854",721.19,"2,964",25-Aug,MARINA GARDENS LANE,New Sale,Strata,67,"31,908",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
MARINA BAY RESIDENCES,"5,100,000","2,378.84","2,144",25-Aug,MARINA BOULEVARD,Resale,Strata,221,"23,077",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,16 to 20
ONE MARINA GARDENS,"1,864,422",656.6,"2,839",25-Aug,MARINA GARDENS LANE,New Sale,Strata,61,"30,564",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
MARINA ONE RESIDENCES,"1,300,000",688.9,"1,887",25-Aug,MARINA WAY,Resale,Strata,64,"20,313",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,01 to 05
ONE MARINA GARDENS,"3,036,959","1,011.82","3,001",25-Aug,MARINA GARDENS LANE,New Sale,Strata,94,"32,308",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,257,768",430.56,"2,921",25-Aug,MARINA GARDENS LANE,New Sale,Strata,40,"31,444",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE SHENTON,,570.49,"2,044",25-Aug,SHENTON WAY,Resale,Strata,53,"21,998",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,16 to 20
MARINA BAY RESIDENCES,"1,625,000",731.95,"2,220",25-Aug,MARINA BOULEVARD,Resale,Strata,68,"23,897",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,21 to 25
UNION SQUARE RESIDENCES,"3,303,000","1,065.64","3,100",25-Aug,HAVELOCK ROAD,New Sale,Strata,99,"33,364",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"1,909,931",656.6,"2,909",25-Aug,MARINA GARDENS LANE,New Sale,Strata,61,"31,310",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
UNION SQUARE RESIDENCES,"3,279,000","1,065.64","3,077",,HAVELOCK ROAD,New Sale,Strata,99,"33,121",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,11 to 15
UNION SQUARE RESIDENCES,"2,323,000",721.19,"3,221",25-Aug,HAVELOCK ROAD,New Sale,Strata,67,"34,672",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,097,792",721.19,"2,909",25-Jul,MARINA GARDENS LANE,New Sale,Strata,67,"31,310",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"5,046,580","1,646.89","3,064",25-Jul,MARINA GARDENS LANE,New Sale,Strata,153,"32,984",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
MARINA BAY RESIDENCES,"3,561,111","1,636.13","2,177",25-Jul,MARINA BOULEVARD,Resale,Strata,152,"23,428",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,11 to 15
ONE MARINA GARDENS,"2,141,496",721.19,"2,969",25-Jul,MARINA GARDENS LANE,New Sale,Strata,67,"31,963",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"2,686,354",904.18,"2,971",25-Jul,MARINA GARDENS LANE,New Sale,Strata,84,"31,980",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,952,089",645.84,"3,023",25-Jul,MARINA GARDENS LANE,New Sale,Strata,60,"32,535",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
MARINA BAY SUITES,"6,400,000","2,691",,25-Jul,CENTRAL BOULEVARD,Resale,Strata,250,"25,600",-,Condominium,1,99 yrs lease commencing from 2007,01,Core Central Region,56 to 60
THE SAIL @ MARINA BAY,"2,250,000","1,033.34","2,177",25-Jul,MARINA BOULEVARD,Resale,Strata,96,"23,438",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,06 to 10
ONE MARINA GARDENS,"1,955,383",645.84,"3,028",25-Jul,MARINA GARDENS LANE,New Sale,Strata,60,"32,590",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
MARINA ONE RESIDENCES,"4,168,888","2,249.68","1,853",25-Jul,MARINA WAY,Resale,Strata,209,"19,947",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,01 to 05
UNION SQUARE RESIDENCES,"1,665,000",505.91,"3,291",25-Jul,HAVELOCK ROAD,New Sale,Strata,47,"35,426",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,16 to 20
UNION SQUARE RESIDENCES,"2,307,000",721.19,"3,199",25-Jul,HAVELOCK ROAD,New Sale,Strata,67,"34,433",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,046,432",667.37,"3,066",25-Jul,MARINA GARDENS LANE,New Sale,Strata,62,"33,007",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
UNION SQUARE RESIDENCES,"2,365,000",742.72,"3,184",25-Jul,HAVELOCK ROAD,New Sale,Strata,69,"34,275",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,16 to 20
UNION SQUARE RESIDENCES,"2,339,000",721.19,"3,243",25-Jul,HAVELOCK ROAD,New Sale,Strata,67,"34,910",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"5,000,000","1,646.89","3,036",25-Jul,MARINA GARDENS LANE,New Sale,Strata,153,"32,680",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
W RESIDENCES MARINA VIEW - SINGAPORE,"2,850,000",850.36,"3,352",25-Jul,MARINA VIEW,New Sale,Strata,79,"36,076",-,Apartment,1,99 years leasehold,01,Core Central Region,16 to 20
MARINA BAY SUITES,"4,000,000","2,045.16","1,956",25-Jul,CENTRAL BOULEVARD,Resale,Strata,190,"21,053",-,Condominium,1,99 yrs lease commencing from 2007,01,Core Central Region,26 to 30
MARINA BAY SUITES,,"1,571.54","1,941",25-Jul,CENTRAL BOULEVARD,Resale,Strata,146,"20,890",-,Condominium,1,99 yrs lease commencing from 2007,01,Core Central Region,31 to 35
THE SAIL @ MARINA BAY,"1,650,000",688.9,"2,395",25-Jul,MARINA BOULEVARD,Resale,Strata,64,"25,781",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,46 to 50
ONE MARINA GARDENS,"2,126,570",721.19,"2,949",25-Jul,MARINA GARDENS LANE,New Sale,Strata,67,"31,740",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"3,663,925","1,237.86","2,960",25-Jul,MARINA GARDENS LANE,New Sale,Strata,115,"31,860",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
MARINA BAY SUITES,"3,850,000","2,055.92","1,873",25-Jul,CENTRAL BOULEVARD,Resale,Strata,191,"20,157",-,Condominium,1,99 yrs lease commencing from 2007,01,Core Central Region,16 to 20
THE SAIL @ MARINA BAY,"1,690,000",893.41,"1,892",25-Jul,MARINA BOULEVARD,Resale,Strata,83,"20,361",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,21 to 25
UNION SQUARE RESIDENCES,"2,403,000",721.19,"3,332",25-Jul,HAVELOCK ROAD,New Sale,Strata,67,"35,866",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,31 to 35
UNION SQUARE RESIDENCES,"3,260,000",990.29,"3,292",25-Jul,HAVELOCK ROAD,New Sale,Strata,92,"35,435",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"2,195,940",688.9,"3,188",25-Jul,MARINA GARDENS LANE,New Sale,Strata,64,"34,312",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
W RESIDENCES MARINA VIEW - SINGAPORE,"3,985,000","1,194.80","3,335",25-Jul,MARINA VIEW,New Sale,Strata,111,"35,901",-,Apartment,1,99 years leasehold,01,Core Central Region,16 to 20
ONE MARINA GARDENS,"5,160,002","1,646.89","3,133",25-Jul,MARINA GARDENS LANE,New Sale,Strata,153,"33,726",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,961,312",645.84,"3,037",25-Jul,MARINA GARDENS LANE,New Sale,Strata,60,"32,689",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
THE SAIL @ MARINA BAY,"2,200,000",936.47,"2,349",25-Jul,MARINA BOULEVARD,Resale,Strata,87,"25,287",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,41 to 45
THE CLIFT,"1,040,000",495.14,"2,100",25-Jul,MCCALLUM STREET,Resale,Strata,46,"22,609",-,Apartment,1,99 yrs lease commencing from 2004,01,Core Central Region,26 to 30
THE SAIL @ MARINA BAY,"2,580,000","1,184.04","2,179",25-Jul,MARINA BOULEVARD,Resale,Strata,110,"23,455",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,26 to 30
ONE MARINA GARDENS,"2,852,335","1,011.82","2,819",25-Jul,MARINA GARDENS LANE,New Sale,Strata,94,"30,344",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
THE CLIFT,"1,210,000",548.96,"2,204",25-Jul,MCCALLUM STREET,Resale,Strata,51,"23,725",-,Apartment,1,99 yrs lease commencing from 2004,01,Core Central Region,21 to 25
ONE MARINA GARDENS,"1,995,339",602.78,"3,310",25-Jul,MARINA GARDENS LANE,New Sale,Strata,56,"35,631",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
THE CLIFT,"980,000",495.14,"1,979",25-Jul,MCCALLUM STREET,Resale,Strata,46,"21,304",-,Apartment,1,99 yrs lease commencing from 2004,01,Core Central Region,26 to 30
ROBINSON SUITES,"1,150,000",495.14,"2,323",25-Jul,ROBINSON ROAD,Resale,Strata,46,"25,000",-,Apartment,1,Freehold,01,Core Central Region,36 to 40
ONE MARINA GARDENS,"2,659,000",904.18,"2,941",25-Jul,MARINA GARDENS LANE,New Sale,Strata,84,"31,655",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"3,648,847","1,237.86","2,948",25-Jul,MARINA GARDENS LANE,New Sale,Strata,115,"31,729",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,248,630",430.56,"2,900",25-Jul,MARINA GARDENS LANE,New Sale,Strata,40,"31,216",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,197,953",419.8,"2,854",25-Jul,MARINA GARDENS LANE,New Sale,Strata,39,"30,717",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,290,104",452.09,"2,854",25-Jul,MARINA GARDENS LANE,New Sale,Strata,42,"30,717",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,967,879",656.6,"2,997",25-Jul,MARINA GARDENS LANE,New Sale,Strata,61,"32,260",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
THE SAIL @ MARINA BAY,"2,200,000",882.65,"2,492",25-Jul,MARINA BOULEVARD,Resale,Strata,82,"26,829",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,26 to 30
ONE MARINA GARDENS,"1,248,630",430.56,"2,900",25-Jul,MARINA GARDENS LANE,New Sale,Strata,40,"31,216",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"3,656,386","1,237.86","2,954",25-Jul,MARINA GARDENS LANE,New Sale,Strata,115,"31,795",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"4,981,601","1,646.89","3,025",25-Jul,MARINA GARDENS LANE,New Sale,Strata,153,"32,559",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
V ON SHENTON,"1,280,000",688.9,"1,858",25-Jul,SHENTON WAY,Resale,Strata,64,"20,000",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,06 to 10
ONE MARINA GARDENS,"3,237,825","1,065.64","3,038",25-Jun,MARINA GARDENS LANE,New Sale,Strata,99,"32,705",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,233,105",430.56,"2,864",25-Jun,MARINA GARDENS LANE,New Sale,Strata,40,"30,828",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,230,389",419.8,"2,931",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"31,548",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"1,965,870",656.6,"2,994",25-Jun,MARINA GARDENS LANE,New Sale,Strata,61,"32,227",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,223,901",419.8,"2,915",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"31,382",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"3,049,406","1,011.82","3,014",25-Jun,MARINA GARDENS LANE,New Sale,Strata,94,"32,440",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"2,691,861",904.18,"2,977",25-Jun,MARINA GARDENS LANE,New Sale,Strata,84,"32,046",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,998,317",710.42,"2,813",25-Jun,MARINA GARDENS LANE,New Sale,Strata,66,"30,278",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
PEOPLE'S PARK COMPLEX,"1,400,000","1,119.46","1,251",25-Jun,PARK ROAD,Resale,Strata,104,"13,462",-,Apartment,1,99 yrs lease commencing from 1968,01,Rest of Central Region,21 to 25
PEOPLE'S PARK COMPLEX,"1,450,000","1,119.46","1,295",25-Jun,PARK ROAD,Resale,Strata,104,"13,942",-,Apartment,1,99 yrs lease commencing from 1968,01,Rest of Central Region,21 to 25
PEOPLE'S PARK COMPLEX,"1,380,000","1,119.46","1,233",25-Jun,PARK ROAD,Resale,Strata,104,"13,269",-,Apartment,1,99 yrs lease commencing from 1968,01,Rest of Central Region,26 to 30
ONE SHENTON,"1,650,000",904.18,"1,825",25-Jun,SHENTON WAY,Resale,Strata,84,"19,643",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,16 to 20
ONE MARINA GARDENS,"1,231,686",419.8,"2,934",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"31,582",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"2,694,615",904.18,"2,980",25-Jun,MARINA GARDENS LANE,New Sale,Strata,84,"32,079",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,261,937",430.56,"2,931",25-Jun,MARINA GARDENS LANE,New Sale,Strata,40,"31,548",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"2,173,948",721.19,"3,014",25-Jun,MARINA GARDENS LANE,New Sale,Strata,67,"32,447",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,293,430",430.56,"3,004",25-Jun,MARINA GARDENS LANE,New Sale,Strata,40,"32,336",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,914,279",667.37,"2,868",25-Jun,MARINA GARDENS LANE,New Sale,Strata,62,"30,875",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,263,935",430.56,"2,936",25-Jun,MARINA GARDENS LANE,New Sale,Strata,40,"31,598",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"3,675,234","1,237.86","2,969",25-Jun,MARINA GARDENS LANE,New Sale,Strata,115,"31,959",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,230,389",419.8,"2,931",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"31,548",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"2,697,367",904.18,"2,983",25-Jun,MARINA GARDENS LANE,New Sale,Strata,84,"32,112",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,255,284",430.56,"2,915",25-Jun,MARINA GARDENS LANE,New Sale,Strata,40,"31,382",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"2,090,509",721.19,"2,899",25-Jun,MARINA GARDENS LANE,New Sale,Strata,67,"31,202",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"1,236,876",419.8,"2,946",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"31,715",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
THE CLIFT,"1,038,000",505.91,"2,052",25-Jun,MCCALLUM STREET,Resale,Strata,47,"22,085",-,Apartment,1,99 yrs lease commencing from 2004,01,Core Central Region,16 to 20
SKYWATERS RESIDENCES,"30,870,000","5,285.12","5,841",25-Jun,PRINCE EDWARD ROAD,New Sale,Strata,491,"62,872",-,Apartment,1,99 years leasehold,01,Core Central Region,51 to 55
THE SAIL @ MARINA BAY,"2,370,000","1,033.34","2,294",25-Jun,MARINA BOULEVARD,Resale,Strata,96,"24,688",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,26 to 30
ONE MARINA GARDENS,"2,057,035",656.6,"3,133",25-Jun,MARINA GARDENS LANE,New Sale,Strata,61,"33,722",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"1,243,363",419.8,"2,962",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"31,881",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,232,983",419.8,"2,937",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"31,615",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
THE SAIL @ MARINA BAY,"1,165,000",592.02,"1,968",25-Jun,MARINA BOULEVARD,Resale,Strata,55,"21,182",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,16 to 20
MARINA ONE RESIDENCES,"2,000,000","1,054.87","1,896",25-Jun,MARINA WAY,Resale,Strata,98,"20,408",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,16 to 20
ONE MARINA GARDENS,"1,993,510",678.13,"2,940",25-Jun,MARINA GARDENS LANE,New Sale,Strata,63,"31,643",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"3,679,003","1,237.86","2,972",25-Jun,MARINA GARDENS LANE,New Sale,Strata,115,"31,991",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,249,849",419.8,"2,977",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"32,047",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
RIVERWALK APARTMENTS,"1,720,000","1,259.39","1,366",25-Jun,UPPER CIRCULAR ROAD,Resale,Strata,117,"14,701",-,Apartment,1,99 yrs lease commencing from 1980,01,Rest of Central Region,11 to 15
MARINA BAY SUITES,"3,200,000","1,603.84","1,995",25-Jun,CENTRAL BOULEVARD,Resale,Strata,149,"21,477",-,Condominium,1,99 yrs lease commencing from 2007,01,Core Central Region,46 to 50
V ON SHENTON,"1,750,000",947.23,"1,847",25-Jun,SHENTON WAY,Resale,Strata,88,"19,886",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
MARINA ONE RESIDENCES,"2,400,000","1,140.98","2,103",25-Jun,MARINA WAY,Resale,Strata,106,"22,642",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,16 to 20
ONE MARINA GARDENS,"1,252,012",419.8,"2,982",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"32,103",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"1,259,719",430.56,"2,926",25-Jun,MARINA GARDENS LANE,New Sale,Strata,40,"31,493",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
UNION SQUARE RESIDENCES,"2,383,000",742.72,"3,208",25-Jun,HAVELOCK ROAD,New Sale,Strata,69,"34,536",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,234,281",419.8,"2,940",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"31,648",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"3,761,110","1,237.86","3,038",25-Jun,MARINA GARDENS LANE,New Sale,Strata,115,"32,705",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE SHENTON,"1,860,000","1,065.64","1,745",,SHENTON WAY,Resale,Strata,99,"18,788",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,06 to 10
ONE MARINA GARDENS,"4,966,556","1,646.89","3,016",25-Jun,MARINA GARDENS LANE,New Sale,Strata,153,"32,461",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,217,415",419.8,"2,900",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"31,216",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,235,578",419.8,"2,943",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"31,681",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"1,238,174",419.8,"2,949",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"31,748",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"3,666,458","1,237.86","2,962",25-Jun,MARINA GARDENS LANE,New Sale,Strata,115,"31,882",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
THE SAIL @ MARINA BAY,"1,330,000",656.6,"2,026",25-Jun,MARINA BOULEVARD,Resale,Strata,61,"21,803",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,61 to 65
ONE MARINA GARDENS,"2,180,568",721.19,"3,024",25-Jun,MARINA GARDENS LANE,New Sale,Strata,67,"32,546",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,245,958",419.8,"2,968",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"31,948",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,260,230",419.8,"3,002",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"32,314",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
PEOPLE'S PARK COMPLEX,"1,258,000","1,173.28","1,072",25-Jun,PARK ROAD,Resale,Strata,109,"11,541",-,Apartment,1,99 yrs lease commencing from 1968,01,Rest of Central Region,31 to 35
THE SAIL @ MARINA BAY,"1,700,000",861.12,"1,974",25-Jun,MARINA BOULEVARD,Resale,Strata,80,"21,250",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,36 to 40
EMERALD GARDEN,"3,516,888","1,528.49","2,301",25-Jun,CLUB STREET,Resale,Strata,142,"24,767",-,Condominium,1,999 yrs lease commencing from 1827,01,Rest of Central Region,11 to 15
V ON SHENTON,"1,730,000",882.65,"1,960",,SHENTON WAY,Resale,Strata,82,"21,098",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,36 to 40
ONE MARINA GARDENS,"2,094,151",721.19,"2,904",25-Jun,MARINA GARDENS LANE,New Sale,Strata,67,"31,256",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"2,090,757",667.37,"3,133",25-Jun,MARINA GARDENS LANE,New Sale,Strata,62,"33,722",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
UNION SQUARE RESIDENCES,"5,249,000","1,517.72","3,458",25-Jun,HAVELOCK ROAD,New Sale,Strata,141,"37,227",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,36 to 40
MARINA BAY SUITES,"4,080,000","2,055.92","1,985",25-Jun,CENTRAL BOULEVARD,Resale,Strata,191,"21,361",-,Condominium,1,99 yrs lease commencing from 2007,01,Core Central Region,51 to 55
ONE MARINA GARDENS,"1,255,284",430.56,"2,915",25-Jun,MARINA GARDENS LANE,New Sale,Strata,40,"31,382",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"1,256,336",419.8,"2,993",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"32,214",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,256,336",419.8,"2,993",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"32,214",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"1,261,959",419.8,"3,006",25-Jun,MARINA GARDENS LANE,New Sale,Strata,39,"32,358",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"1,974,942",667.37,"2,959",25-Jun,MARINA GARDENS LANE,New Sale,Strata,62,"31,854",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
