Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE LANDMARK,"1,502,922",495.14,"3,035",24-Apr,CHIN SWEE ROAD,New Sale,Strata,46,"32,672",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,31 to 35
ECHELON,"1,903,000",861.12,"2,210",24-Apr,ALEXANDRA VIEW,Resale,Strata,80,"23,788",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,31 to 35
STIRLING RESIDENCES,"1,460,000",624.31,"2,339",24-Apr,STIRLING ROAD,Resale,Strata,58,"25,172",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
STIRLING RESIDENCES,"1,446,000",635.08,"2,277",24-Apr,STIRLING ROAD,Resale,Strata,59,"24,508",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
COMMONWEALTH TOWERS,"970,000",452.09,"2,146",24-Apr,COMMONWEALTH AVENUE,Resale,Strata,42,"23,095",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
DOMAIN 21,"3,500,000","1,862.17","1,880",24-Apr,DELTA ROAD,Resale,Strata,173,"20,231",-,Condominium,1,99 yrs lease commencing from 2004,03,Rest of Central Region,21 to 25
ECHELON,"1,718,000",731.95,"2,347",24-Apr,ALEXANDRA VIEW,Resale,Strata,68,"25,265",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,41 to 45
THE CREST,"2,398,000","1,259.39","1,904",24-Apr,PRINCE CHARLES CRESCENT,Resale,Strata,117,"20,496",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,788,888",678.13,"2,638",24-Apr,STIRLING ROAD,Resale,Strata,63,"28,395",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
TANGLIN VIEW,"2,020,000","1,140.98","1,770",24-Mar,PRINCE CHARLES CRESCENT,Resale,Strata,106,"19,057",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,06 to 10
COMMONWEALTH TOWERS,"1,010,000",484.38,"2,085",24-Mar,COMMONWEALTH AVENUE,Resale,Strata,45,"22,444",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,41 to 45
THE METROPOLITAN CONDOMINIUM,"3,265,000","1,894.46","1,723",24-Mar,ALEXANDRA VIEW,Resale,Strata,176,"18,551",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,36 to 40
THE LANDMARK,"1,439,480",495.14,"2,907",24-Mar,CHIN SWEE ROAD,New Sale,Strata,46,"31,293",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,36 to 40
AVENUE SOUTH RESIDENCE,"1,930,002",947.23,"2,038",24-Mar,SILAT AVENUE,Sub Sale,Strata,88,"21,932",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,01 to 05
HIGHLINE RESIDENCES,"1,558,888",635.08,"2,455",24-Mar,KIM TIAN ROAD,Resale,Strata,59,"26,422",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
ECHELON,"1,648,000",731.95,"2,252",24-Mar,ALEXANDRA VIEW,Resale,Strata,68,"24,235",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,16 to 20
HIGHLINE RESIDENCES,"2,608,888","1,151.75","2,265",24-Mar,KIM TIAN ROAD,Resale,Strata,107,"24,382",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
ASCENTIA SKY,"3,300,000","1,851.41","1,782",24-Mar,ALEXANDRA VIEW,Resale,Strata,172,"19,186",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,26 to 30
CENTRAL GREEN CONDOMINIUM,"1,975,000","1,291.68","1,529",24-Mar,JALAN MEMBINA,Resale,Strata,120,"16,458",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,01 to 05
QUEENS,"2,030,000","1,194.80","1,699",24-Mar,STIRLING ROAD,Resale,Strata,111,"18,288",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,31 to 35
ALEX RESIDENCES,"1,380,000",656.6,"2,102",24-Mar,ALEXANDRA VIEW,Resale,Strata,61,"22,623",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
ASCENTIA SKY,"1,900,000",947.23,"2,006",24-Mar,ALEXANDRA VIEW,Resale,Strata,88,"21,591",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,26 to 30
THE LANDMARK,"1,435,085",495.14,"2,898",24-Mar,CHIN SWEE ROAD,New Sale,Strata,46,"31,198",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,26 to 30
THE LANDMARK,"1,948,000",678.13,"2,873",24-Mar,CHIN SWEE ROAD,New Sale,Strata,63,"30,921",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,31 to 35
THE LANDMARK,"3,340,253","1,140.98","2,928",24-Mar,CHIN SWEE ROAD,New Sale,Strata,106,"31,512",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,36 to 40
ECHELON,"3,150,000","1,571.54","2,004",24-Mar,ALEXANDRA VIEW,Resale,Strata,146,"21,575",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,31 to 35
PRINCIPAL GARDEN,"900,000",484.38,"1,858",24-Mar,PRINCE CHARLES CRESCENT,Resale,Strata,45,"20,000",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,01 to 05
ARTRA,"1,785,000",785.77,"2,272",24-Mar,ALEXANDRA VIEW,Sub Sale,Strata,73,"24,452",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"1,360,000",624.31,"2,178",24-Mar,STIRLING ROAD,Resale,Strata,58,"23,448",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
QUEENS PEAK,"1,900,000",861.12,"2,206",24-Mar,DUNDEE ROAD,Resale,Strata,80,"23,750",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,31 to 35
STIRLING RESIDENCES,"1,388,000",656.6,"2,114",24-Mar,STIRLING ROAD,Resale,Strata,61,"22,754",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
HIGHLINE RESIDENCES,"1,740,000",742.72,"2,343",24-Mar,KIM TIAN ROAD,Resale,Strata,69,"25,217",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
THE LANDMARK,"2,900,888","1,076.40","2,695",24-Mar,CHIN SWEE ROAD,New Sale,Strata,100,"29,009",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,31 to 35
ALEX RESIDENCES,"2,070,000",925.7,"2,236",24-Mar,ALEXANDRA VIEW,Resale,Strata,86,"24,070",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
COMMONWEALTH TOWERS,"1,040,000",484.38,"2,147",24-Mar,COMMONWEALTH AVENUE,Resale,Strata,45,"23,111",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
ASCENTIA SKY,"3,800,000","1,991.34","1,908",24-Mar,ALEXANDRA VIEW,Resale,Strata,185,"20,541",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,41 to 45
QUEENS PEAK,"982,000",430.56,"2,281",24-Mar,DUNDEE ROAD,Resale,Strata,40,"24,550",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,11 to 15
STIRLING RESIDENCES,"1,840,000",764.24,"2,408",24-Mar,STIRLING ROAD,Resale,Strata,71,"25,915",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
QUEENS PEAK,"1,400,000",624.31,"2,242",24-Mar,DUNDEE ROAD,Resale,Strata,58,"24,138",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,16 to 20
THE CREST,"2,188,888","1,291.68","1,695",24-Mar,PRINCE CHARLES CRESCENT,Resale,Strata,120,"18,241",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"1,435,000",624.31,"2,299",24-Mar,STIRLING ROAD,Resale,Strata,58,"24,741",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
ECHELON,"1,655,000",731.95,"2,261",24-Mar,ALEXANDRA VIEW,Resale,Strata,68,"24,338",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
COMMONWEALTH TOWERS,"1,960,000",904.18,"2,168",24-Mar,COMMONWEALTH AVENUE,Resale,Strata,84,"23,333",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
ALESSANDREA,"1,900,000","1,097.93","1,731",24-Mar,ALEXANDRA ROAD,Resale,Strata,102,"18,627",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
THE METROPOLITAN CONDOMINIUM,"2,480,000","1,399.32","1,772",24-Mar,ALEXANDRA VIEW,Resale,Strata,130,"19,077",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,21 to 25
CENTRAL GREEN CONDOMINIUM,"2,350,000","1,345.50","1,747",24-Mar,JALAN MEMBINA,Resale,Strata,125,"18,800",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,06 to 10
RIVER PLACE,"1,280,000",785.77,"1,629",24-Mar,HAVELOCK ROAD,Resale,Strata,73,"17,534",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,06 to 10
THE ANCHORAGE,"2,380,000","1,237.86","1,923",24-Mar,ALEXANDRA ROAD,Resale,Strata,115,"20,696",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
THE LANDMARK,"3,336,083","1,140.98","2,924",24-Mar,CHIN SWEE ROAD,New Sale,Strata,106,"31,472",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,36 to 40
STIRLING RESIDENCES,"1,420,000",656.6,"2,163",24-Mar,STIRLING ROAD,Resale,Strata,61,"23,279",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
THE LANDMARK,"3,259,040","1,140.98","2,856",24-Mar,CHIN SWEE ROAD,New Sale,Strata,106,"30,746",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,31 to 35
REGENCY SUITES,"3,200,000","1,420.85","2,252",24-Mar,KIM TIAN ROAD,Resale,Strata,132,"24,242",-,Apartment,1,Freehold,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"1,420,000",656.6,"2,163",24-Mar,STIRLING ROAD,Resale,Strata,61,"23,279",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
HIGHLINE RESIDENCES,"2,080,000",904.18,"2,300",24-Mar,KIM TIAN ROAD,Resale,Strata,84,"24,762",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
PRINCIPAL GARDEN,"2,600,000","1,194.80","2,176",24-Mar,PRINCE CHARLES CRESCENT,Resale,Strata,111,"23,423",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,01 to 05
MARGARET VILLE,"2,608,888","1,184.04","2,203",24-Mar,MARGARET DRIVE,Resale,Strata,110,"23,717",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
THE LANDMARK,"2,898,888","1,076.40","2,693",24-Mar,CHIN SWEE ROAD,New Sale,Strata,100,"28,989",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,26 to 30
QUEENS PEAK,"1,900,000",861.12,"2,206",24-Mar,DUNDEE ROAD,Resale,Strata,80,"23,750",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,41 to 45
STIRLING RESIDENCES,"1,425,000",624.31,"2,283",24-Mar,STIRLING ROAD,Resale,Strata,58,"24,569",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
PRINCIPAL GARDEN,"978,000",484.38,"2,019",24-Mar,PRINCE CHARLES CRESCENT,Resale,Strata,45,"21,733",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
THE LANDMARK,"1,945,888",678.13,"2,869",24-Mar,CHIN SWEE ROAD,New Sale,Strata,63,"30,887",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,26 to 30
REGENCY SUITES,"2,100,000",979.52,"2,144",24-Mar,KIM TIAN ROAD,Resale,Strata,91,"23,077",-,Apartment,1,Freehold,03,Rest of Central Region,26 to 30
ECHELON,"1,575,000",731.95,"2,152",24-Mar,ALEXANDRA VIEW,Resale,Strata,68,"23,162",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
RIVIERE,"2,420,000",839.59,"2,882",24-Mar,JIAK KIM STREET,Sub Sale,Strata,78,"31,026",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,01 to 05
QUEENS,"2,430,888","1,410.08","1,724",24-Mar,STIRLING ROAD,Resale,Strata,131,"18,556",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,31 to 35
STIRLING RESIDENCES,"1,418,000",656.6,"2,160",24-Mar,STIRLING ROAD,Resale,Strata,61,"23,246",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
ASCENTIA SKY,"2,475,000","1,474.67","1,678",24-Feb,ALEXANDRA VIEW,Resale,Strata,137,"18,066",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,06 to 10
ECHELON,"1,580,000",731.95,"2,159",24-Feb,ALEXANDRA VIEW,Resale,Strata,68,"23,235",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
TANGLIN VIEW,"1,800,000","1,140.98","1,578",24-Feb,PRINCE CHARLES CRESCENT,Resale,Strata,106,"16,981",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,465,000",688.9,"2,127",24-Feb,STIRLING ROAD,Resale,Strata,64,"22,891",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"2,465,000","1,108.69","2,223",24-Feb,SILAT AVENUE,Sub Sale,Strata,103,"23,932",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,06 to 10
HIGHLINE RESIDENCES,"1,550,000",635.08,"2,441",24-Feb,KIM TIAN ROAD,Resale,Strata,59,"26,271",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
ALEX RESIDENCES,"2,280,000","1,130.22","2,017",24-Feb,ALEXANDRA VIEW,Resale,Strata,105,"21,714",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,01 to 05
THE LANDMARK,"1,450,000",495.14,"2,928",24-Feb,CHIN SWEE ROAD,New Sale,Strata,46,"31,522",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,31 to 35
THE LANDMARK,"3,290,000","1,140.98","2,883",24-Feb,CHIN SWEE ROAD,New Sale,Strata,106,"31,038",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,36 to 40
EMERALD PARK,"1,350,000",925.7,"1,458",24-Feb,INDUS ROAD,Resale,Strata,86,"15,698",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,01 to 05
ECHELON,"1,638,000",731.95,"2,238",24-Feb,ALEXANDRA VIEW,Resale,Strata,68,"24,088",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
AVENUE SOUTH RESIDENCE,"2,600,000","1,108.69","2,345",24-Feb,SILAT AVENUE,Sub Sale,Strata,103,"25,243",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,31 to 35
STIRLING RESIDENCES,"1,360,000",624.31,"2,178",24-Feb,STIRLING ROAD,Resale,Strata,58,"23,448",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
THE LANDMARK,"1,472,640",516.67,"2,850",24-Feb,CHIN SWEE ROAD,New Sale,Strata,48,"30,680",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,36 to 40
THE LANDMARK,"2,115,000",753.48,"2,807",24-Feb,CHIN SWEE ROAD,New Sale,Strata,70,"30,214",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,36 to 40
QUEENS PEAK,"1,085,000",495.14,"2,191",24-Feb,DUNDEE ROAD,Resale,Strata,46,"23,587",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,11 to 15
ONE PEARL BANK,"3,680,000","1,431.61","2,571",24-Feb,PEARL BANK,Sub Sale,Strata,133,"27,669",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,26 to 30
THE LANDMARK,"1,967,655",764.24,"2,575",24-Feb,CHIN SWEE ROAD,New Sale,Strata,71,"27,713",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,26 to 30
QUEENS PEAK,"980,000",441.32,"2,221",24-Feb,DUNDEE ROAD,Resale,Strata,41,"23,902",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,11 to 15
STIRLING RESIDENCES,"1,420,000",635.08,"2,236",24-Feb,STIRLING ROAD,Resale,Strata,59,"24,068",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,158,000",505.91,"2,289",24-Feb,STIRLING ROAD,Resale,Strata,47,"24,638",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"962,000",441.32,"2,180",24-Feb,COMMONWEALTH AVENUE,Resale,Strata,41,"23,463",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
ALEXIS,"800,000",409.03,"1,956",24-Feb,ALEXANDRA ROAD,Resale,Strata,38,"21,053",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"2,520,000","1,108.69","2,273",24-Feb,SILAT AVENUE,Sub Sale,Strata,103,"24,466",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,16 to 20
QUEENS,"1,840,000","1,194.80","1,540",24-Feb,STIRLING ROAD,Resale,Strata,111,"16,577",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,01 to 05
ALEX RESIDENCES,"975,000",473.62,"2,059",24-Feb,ALEXANDRA VIEW,Resale,Strata,44,"22,159",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
AVENUE SOUTH RESIDENCE,"1,690,000",688.9,"2,453",24-Feb,SILAT AVENUE,Sub Sale,Strata,64,"26,406",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,31 to 35
THE METROPOLITAN CONDOMINIUM,"1,388,000",775.01,"1,791",24-Feb,ALEXANDRA VIEW,Resale,Strata,72,"19,278",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,11 to 15
ECHELON,"1,650,000",731.95,"2,254",24-Feb,ALEXANDRA VIEW,Resale,Strata,68,"24,265",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,26 to 30
COMMONWEALTH TOWERS,"960,000",452.09,"2,123",24-Feb,COMMONWEALTH AVENUE,Resale,Strata,42,"22,857",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
ECHELON,"1,035,000",452.09,"2,289",24-Feb,ALEXANDRA VIEW,Resale,Strata,42,"24,643",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"1,388,000",635.08,"2,186",24-Feb,STIRLING ROAD,Resale,Strata,59,"23,525",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
THE LANDMARK,"1,943,647",678.13,"2,866",24-Feb,CHIN SWEE ROAD,New Sale,Strata,63,"30,852",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,26 to 30
QUEENS PEAK,"980,000",430.56,"2,276",24-Feb,DUNDEE ROAD,Resale,Strata,40,"24,500",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
STIRLING RESIDENCES,"1,416,000",624.31,"2,268",24-Feb,STIRLING ROAD,Resale,Strata,58,"24,414",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
COMMONWEALTH TOWERS,"2,300,000","1,054.87","2,180",24-Feb,COMMONWEALTH AVENUE,Resale,Strata,98,"23,469",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
ECHELON,"1,900,000","1,001.05","1,898",24-Feb,ALEXANDRA VIEW,Resale,Strata,93,"20,430",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
TWIN REGENCY,"2,120,000",979.52,"2,164",24-Feb,KIM TIAN ROAD,Resale,Strata,91,"23,297",-,Condominium,1,Freehold,03,Rest of Central Region,11 to 15
QUEENS PEAK,"1,900,000",861.12,"2,206",24-Feb,DUNDEE ROAD,Resale,Strata,80,"23,750",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,36 to 40
THE LANDMARK,"2,022,391",764.24,"2,646",24-Jan,CHIN SWEE ROAD,New Sale,Strata,71,"28,484",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,31 to 35
ASCENTIA SKY,"2,938,800","1,474.67","1,993",24-Jan,ALEXANDRA VIEW,Resale,Strata,137,"21,451",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,36 to 40
THE LANDMARK,"1,910,888",678.13,"2,818",24-Jan,CHIN SWEE ROAD,New Sale,Strata,63,"30,332",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,21 to 25
QUEENS PEAK,"1,550,000",775.01,"2,000",24-Jan,DUNDEE ROAD,Resale,Strata,72,"21,528",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
THE LANDMARK,"2,957,800","1,140.98","2,592",24-Jan,CHIN SWEE ROAD,New Sale,Strata,106,"27,904",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,21 to 25
EMERALD PARK,"1,980,000","1,453.14","1,363",24-Jan,INDUS ROAD,Resale,Strata,135,"14,667",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"990,000",473.62,"2,090",24-Jan,COMMONWEALTH AVENUE,Resale,Strata,44,"22,500",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
THE LANDMARK,"1,430,400",495.14,"2,889",24-Jan,CHIN SWEE ROAD,New Sale,Strata,46,"31,096",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,36 to 40
ALEX RESIDENCES,"1,378,888",656.6,"2,100",24-Jan,ALEXANDRA VIEW,Resale,Strata,61,"22,605",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
QUEENS PEAK,"985,000",430.56,"2,288",24-Jan,DUNDEE ROAD,Resale,Strata,40,"24,625",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,16 to 20
THE CREST,"4,050,000","2,002.10","2,023",24-Jan,PRINCE CHARLES CRESCENT,Resale,Strata,186,"21,774",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,16 to 20
DOMAIN 21,"1,780,000",925.7,"1,923",24-Jan,DELTA ROAD,Resale,Strata,86,"20,698",-,Condominium,1,99 yrs lease commencing from 2004,03,Rest of Central Region,16 to 20
ARTRA,"2,500,000","1,044.11","2,394",24-Jan,ALEXANDRA VIEW,Sub Sale,Strata,97,"25,773",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,31 to 35
ECHELON,"3,280,000","1,571.54","2,087",24-Jan,ALEXANDRA VIEW,Resale,Strata,146,"22,466",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,31 to 35
THE LANDMARK,"2,889,543","1,076.40","2,684",24-Jan,CHIN SWEE ROAD,New Sale,Strata,100,"28,895",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,26 to 30
THE LANDMARK,"2,693,888","1,140.98","2,361",24-Jan,CHIN SWEE ROAD,New Sale,Strata,106,"25,414",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,11 to 15
THE LANDMARK,"2,937,687","1,140.98","2,575",24-Jan,CHIN SWEE ROAD,New Sale,Strata,106,"27,714",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,21 to 25
THE LANDMARK,"2,977,603","1,140.98","2,610",24-Jan,CHIN SWEE ROAD,New Sale,Strata,106,"28,091",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,26 to 30
THE LANDMARK,"1,981,099",764.24,"2,592",24-Jan,CHIN SWEE ROAD,New Sale,Strata,71,"27,903",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,26 to 30
THE LANDMARK,"2,516,888","1,076.40","2,338",24-Jan,CHIN SWEE ROAD,New Sale,Strata,100,"25,169",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,11 to 15
THE LANDMARK,"2,534,888","1,076.40","2,355",24-Jan,CHIN SWEE ROAD,New Sale,Strata,100,"25,349",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"980,000",462.85,"2,117",24-Jan,COMMONWEALTH AVENUE,Resale,Strata,43,"22,791",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,485,000",656.6,"2,262",24-Jan,STIRLING ROAD,Resale,Strata,61,"24,344",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
THE LANDMARK,"2,673,888","1,140.98","2,343",24-Jan,CHIN SWEE ROAD,New Sale,Strata,106,"25,225",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,11 to 15
AVENUE SOUTH RESIDENCE,"2,210,000",947.23,"2,333",24-Jan,SILAT AVENUE,Sub Sale,Strata,88,"25,114",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,21 to 25
STIRLING RESIDENCES,"1,450,000",624.31,"2,323",24-Jan,STIRLING ROAD,Resale,Strata,58,"25,000",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
THE METROPOLITAN CONDOMINIUM,"2,638,888","1,367.03","1,930",24-Jan,ALEXANDRA VIEW,Resale,Strata,127,"20,779",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"2,560,000","1,054.87","2,427",24-Jan,STIRLING ROAD,Resale,Strata,98,"26,122",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
THE CREST,"1,650,000",839.59,"1,965",24-Jan,PRINCE CHARLES CRESCENT,Resale,Strata,78,"21,154",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
THE LANDMARK,"2,086,732",753.48,"2,769",24-Jan,CHIN SWEE ROAD,New Sale,Strata,70,"29,810",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,31 to 35
PRINCIPAL GARDEN,"1,835,000",796.54,"2,304",24-Jan,PRINCE CHARLES CRESCENT,Resale,Strata,74,"24,797",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
