Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
COMMONWEALTH TOWERS,"905,000",473.62,"1,911",25-Aug,COMMONWEALTH AVENUE,Resale,Strata,44,"20,568",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,01 to 05
RIVIERE,"6,050,000","2,002.10","3,022",25-Aug,JIAK KIM STREET,Resale,Strata,186,"32,527",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"3,052,000","1,033.34","2,954",25-Aug,ZION PROMENADE,New Sale,Strata,96,"31,792",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,26 to 30
PROMENADE PEAK,"4,010,400","1,194.80","3,357",25-Aug,ZION PROMENADE,New Sale,Strata,111,"36,130",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,56 to 60
PROMENADE PEAK,"2,030,900",678.13,"2,995",25-Aug,ZION PROMENADE,New Sale,Strata,63,"32,237",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,21 to 25
PROMENADE PEAK,,"1,162.51","3,294",25-Aug,ZION PROMENADE,New Sale,Strata,108,"35,461",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,51 to 55
RIVER PLACE,"2,310,000","1,280.92","1,803",25-Aug,HAVELOCK ROAD,Resale,Strata,119,"19,412",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,275,000",527.44,"2,417",25-Aug,SILAT AVENUE,Resale,Strata,49,"26,020",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,46 to 50
PROMENADE PEAK,"2,011,600",678.13,"2,966",25-Aug,ZION PROMENADE,New Sale,Strata,63,"31,930",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,26 to 30
QUEENSWAY TOWER,"2,580,000","1,679.18","1,536",25-Aug,QUEENSWAY,Resale,Strata,156,"16,538",-,Apartment,1,Freehold,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"2,295,100",785.77,"2,921",25-Aug,ZION PROMENADE,New Sale,Strata,73,"31,440",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"1,543,300",,"2,926",25-Aug,ZION PROMENADE,New Sale,Strata,49,"31,496",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,21 to 25
THE CREST,"1,760,000",861.12,"2,044",25-Aug,PRINCE CHARLES CRESCENT,Resale,Strata,80,"22,000",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"2,510,000","1,054.87","2,379",25-Aug,STIRLING ROAD,Resale,Strata,98,"25,612",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
HIGHLINE RESIDENCES,"2,860,000","1,108.69","2,580",25-Aug,KIM TIAN ROAD,Resale,Strata,103,"27,767",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"1,817,692",667.37,"2,724",25-Aug,ZION PROMENADE,New Sale,Strata,62,"29,318",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
ONE PEARL BANK,"1,980,000",742.72,"2,666",25-Aug,PEARL BANK,Sub Sale,Strata,69,"28,696",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"2,015,000",678.13,"2,971",25-Aug,ZION PROMENADE,New Sale,Strata,63,"31,984",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,21 to 25
COMMONWEALTH TOWERS,"2,096,888",904.18,"2,319",25-Aug,COMMONWEALTH AVENUE,Resale,Strata,84,"24,963",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
QUEENS PEAK,"985,000",441.32,"2,232",25-Aug,DUNDEE ROAD,Resale,Strata,41,"24,024",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
AVENUE SOUTH RESIDENCE,"1,530,000",731.95,"2,090",25-Aug,SILAT AVENUE,Resale,Strata,68,"22,500",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,01 to 05
CENTRAL GREEN CONDOMINIUM,"2,580,000","1,431.61","1,802",25-Aug,JALAN MEMBINA,Resale,Strata,133,"19,398",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,06 to 10
ALEX RESIDENCES,"2,142,000",925.7,"2,314",25-Aug,ALEXANDRA VIEW,Resale,Strata,86,"24,907",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
PROMENADE PEAK,"2,913,100","1,033.34","2,819",25-Aug,ZION PROMENADE,New Sale,Strata,96,"30,345",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"3,708,800","1,162.51","3,190",25-Aug,ZION PROMENADE,New Sale,Strata,108,"34,341",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,46 to 50
ALESSANDREA,"2,180,000","1,097.93","1,986",25-Aug,ALEXANDRA ROAD,Resale,Strata,102,"21,373",-,Apartment,1,Freehold,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"1,438,700",527.44,"2,728",25-Aug,ZION PROMENADE,New Sale,Strata,49,"29,361",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,891,300",688.9,"2,745",25-Aug,ZION PROMENADE,New Sale,Strata,64,"29,552",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,053,800",656.6,"3,128",25-Aug,ZION PROMENADE,New Sale,Strata,61,"33,669",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,41 to 45
PROMENADE PEAK,"2,856,200","1,033.34","2,764",25-Aug,ZION PROMENADE,New Sale,Strata,96,"29,752",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
ECHELON,"1,670,000",731.95,"2,282",25-Aug,ALEXANDRA VIEW,Resale,Strata,68,"24,559",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,36 to 40
PROMENADE PEAK,"1,999,700",667.37,"2,996",25-Aug,ZION PROMENADE,New Sale,Strata,62,"32,253",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,26 to 30
PRINCIPAL GARDEN,"1,919,000",807.3,"2,377",25-Aug,PRINCE CHARLES CRESCENT,Resale,Strata,75,"25,587",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,21 to 25
THE METROPOLITAN CONDOMINIUM,"3,368,000","1,743.77","1,931",25-Aug,ALEXANDRA VIEW,Resale,Strata,162,"20,790",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,26 to 30
COMMONWEALTH TOWERS,"2,730,000","1,076.40","2,536",25-Aug,COMMONWEALTH AVENUE,Resale,Strata,100,"27,300",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,41 to 45
STIRLING RESIDENCES,"1,790,000",764.24,"2,342",25-Aug,STIRLING ROAD,Resale,Strata,71,"25,211",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,480,000",635.08,"2,330",25-Aug,STIRLING ROAD,Resale,Strata,59,"25,085",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,975,000","1,033.34","2,879",25-Aug,ZION PROMENADE,New Sale,Strata,96,"30,990",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"1,993,700",667.37,"2,987",25-Aug,ZION PROMENADE,New Sale,Strata,62,"32,156",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,26 to 30
THE CREST,"2,358,000","1,323.97","1,781",25-Aug,PRINCE CHARLES CRESCENT,Resale,Strata,123,"19,171",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
ARTRA,"1,938,000",828.83,"2,338",25-Aug,ALEXANDRA VIEW,Resale,Strata,77,"25,169",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"1,853,400",688.9,"2,690",25-Aug,ZION PROMENADE,New Sale,Strata,64,"28,959",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"2,108,600",764.24,"2,759",25-Aug,ZION PROMENADE,New Sale,Strata,71,"29,699",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,867,200",688.9,"2,710",25-Aug,ZION PROMENADE,New Sale,Strata,64,"29,175",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"2,820,100","1,033.34","2,729",25-Aug,ZION PROMENADE,New Sale,Strata,96,"29,376",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"2,980,500","1,076.40","2,769",25-Aug,ZION PROMENADE,New Sale,Strata,100,"29,805",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,833,000",656.6,"2,792",25-Aug,ZION PROMENADE,New Sale,Strata,61,"30,049",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,830,400","1,033.34","2,739",25-Aug,ZION PROMENADE,New Sale,Strata,96,"29,483",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,991,300","1,076.40","2,779",25-Aug,ZION PROMENADE,New Sale,Strata,100,"29,913",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,446,600",527.44,"2,743",25-Aug,ZION PROMENADE,New Sale,Strata,49,"29,522",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,894,800",688.9,"2,750",25-Aug,ZION PROMENADE,New Sale,Strata,64,"29,606",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,154,500",764.24,"2,819",25-Aug,ZION PROMENADE,New Sale,Strata,71,"30,345",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,907,900",678.13,"2,813",25-Aug,ZION PROMENADE,New Sale,Strata,63,"30,284",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,916,000",678.13,"2,825",25-Aug,ZION PROMENADE,New Sale,Strata,63,"30,413",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,459,800",527.44,"2,768",25-Aug,ZION PROMENADE,New Sale,Strata,49,"29,792",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"1,879,000",656.6,"2,862",25-Aug,ZION PROMENADE,New Sale,Strata,61,"30,803",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"3,077,400","1,076.40","2,859",25-Aug,ZION PROMENADE,New Sale,Strata,100,"30,774",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"2,208,000",764.24,"2,889",25-Aug,ZION PROMENADE,New Sale,Strata,71,"31,099",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"1,914,300",667.37,"2,868",25-Aug,ZION PROMENADE,New Sale,Strata,62,"30,876",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"1,502,000",527.44,"2,848",25-Aug,ZION PROMENADE,New Sale,Strata,49,"30,653",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"2,311,300",796.54,"2,902",25-Aug,ZION PROMENADE,New Sale,Strata,74,"31,234",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"1,507,200",527.44,"2,858",25-Aug,ZION PROMENADE,New Sale,Strata,49,"30,759",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"1,979,100",678.13,"2,918",25-Aug,ZION PROMENADE,New Sale,Strata,63,"31,414",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"1,995,400",678.13,"2,942",25-Aug,ZION PROMENADE,New Sale,Strata,63,"31,673",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,21 to 25
PROMENADE PEAK,"1,957,600",667.37,"2,933",25-Aug,ZION PROMENADE,New Sale,Strata,62,"31,574",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,21 to 25
PROMENADE PEAK,"2,006,200",678.13,"2,958",25-Aug,ZION PROMENADE,New Sale,Strata,63,"31,844",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,21 to 25
PROMENADE PEAK,"1,534,600",527.44,"2,910",25-Aug,ZION PROMENADE,New Sale,Strata,49,"31,318",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,26 to 30
PROMENADE PEAK,"1,539,400",527.44,"2,919",25-Aug,ZION PROMENADE,New Sale,Strata,49,"31,416",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,26 to 30
PROMENADE PEAK,"1,990,700",667.37,"2,983",25-Aug,ZION PROMENADE,New Sale,Strata,62,"32,108",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,26 to 30
PROMENADE PEAK,"3,216,200","1,076.40","2,988",25-Aug,ZION PROMENADE,New Sale,Strata,100,"32,162",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,26 to 30
PROMENADE PEAK,"3,093,800","1,033.34","2,994",25-Aug,ZION PROMENADE,New Sale,Strata,96,"32,227",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,31 to 35
PROMENADE PEAK,"1,582,100",527.44,"3,000",25-Aug,ZION PROMENADE,New Sale,Strata,49,"32,288",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,36 to 40
PROMENADE PEAK,"2,033,100",656.6,"3,096",25-Aug,ZION PROMENADE,New Sale,Strata,61,"33,330",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,36 to 40
PROMENADE PEAK,"2,042,000",656.6,"3,110",25-Aug,ZION PROMENADE,New Sale,Strata,61,"33,475",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,36 to 40
PROMENADE PEAK,"2,047,900",656.6,"3,119",25-Aug,ZION PROMENADE,New Sale,Strata,61,"33,572",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,41 to 45
PROMENADE PEAK,"2,388,300",764.24,"3,125",25-Aug,ZION PROMENADE,New Sale,Strata,71,"33,638",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,41 to 45
PROMENADE PEAK,"5,220,600","1,582.31","3,299",25-Aug,ZION PROMENADE,New Sale,Strata,147,"35,514",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,41 to 45
PROMENADE PEAK,"4,673,700","1,420.85","3,289",25-Aug,ZION PROMENADE,New Sale,Strata,132,"35,407",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,46 to 50
PROMENADE PEAK,"3,799,500","1,162.51","3,268",25-Aug,ZION PROMENADE,New Sale,Strata,108,"35,181",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,51 to 55
PROMENADE PEAK,"2,937,500","1,076.40","2,729",25-Aug,ZION PROMENADE,New Sale,Strata,100,"29,375",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,806,800",656.6,"2,752",25-Aug,ZION PROMENADE,New Sale,Strata,61,"29,620",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,806,800",656.6,"2,752",25-Aug,ZION PROMENADE,New Sale,Strata,61,"29,620",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,850,900",678.13,"2,729",25-Aug,ZION PROMENADE,New Sale,Strata,63,"29,379",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,820,900",667.37,"2,728",25-Aug,ZION PROMENADE,New Sale,Strata,62,"29,369",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"2,948,200","1,076.40","2,739",25-Aug,ZION PROMENADE,New Sale,Strata,100,"29,482",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,813,300",656.6,"2,762",25-Aug,ZION PROMENADE,New Sale,Strata,61,"29,726",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,417,600",527.44,"2,688",25-Aug,ZION PROMENADE,New Sale,Strata,49,"28,931",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"2,177,400",796.54,"2,734",25-Aug,ZION PROMENADE,New Sale,Strata,74,"29,424",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,859,100",678.13,"2,742",25-Aug,ZION PROMENADE,New Sale,Strata,63,"29,510",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,827,600",667.37,"2,739",25-Aug,ZION PROMENADE,New Sale,Strata,62,"29,477",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"2,799,400","1,033.34","2,709",25-Aug,ZION PROMENADE,New Sale,Strata,96,"29,160",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"2,959,000","1,076.40","2,749",25-Aug,ZION PROMENADE,New Sale,Strata,100,"29,590",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,819,900",656.6,"2,772",25-Aug,ZION PROMENADE,New Sale,Strata,61,"29,834",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,819,900",656.6,"2,772",25-Aug,ZION PROMENADE,New Sale,Strata,61,"29,834",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,422,900",527.44,"2,698",25-Aug,ZION PROMENADE,New Sale,Strata,49,"29,039",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,867,200",678.13,"2,753",25-Aug,ZION PROMENADE,New Sale,Strata,63,"29,638",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,834,300",667.37,"2,749",25-Aug,ZION PROMENADE,New Sale,Strata,62,"29,585",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"2,969,800","1,076.40","2,759",25-Aug,ZION PROMENADE,New Sale,Strata,100,"29,698",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,826,500",656.6,"2,782",25-Aug,ZION PROMENADE,New Sale,Strata,61,"29,943",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,428,200",527.44,"2,708",25-Aug,ZION PROMENADE,New Sale,Strata,49,"29,147",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,875,300",678.13,"2,765",25-Aug,ZION PROMENADE,New Sale,Strata,63,"29,767",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,874,100",688.9,"2,720",25-Aug,ZION PROMENADE,New Sale,Strata,64,"29,283",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,833,000",656.6,"2,792",25-Aug,ZION PROMENADE,New Sale,Strata,61,"30,049",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,433,400",527.44,"2,718",25-Aug,ZION PROMENADE,New Sale,Strata,49,"29,253",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,206,100",796.54,"2,770",25-Aug,ZION PROMENADE,New Sale,Strata,74,"29,812",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,883,500",678.13,"2,777",25-Aug,ZION PROMENADE,New Sale,Strata,63,"29,897",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,881,000",688.9,"2,730",25-Aug,ZION PROMENADE,New Sale,Strata,64,"29,391",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,839,600",656.6,"2,802",25-Aug,ZION PROMENADE,New Sale,Strata,61,"30,157",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,839,600",656.6,"2,802",25-Aug,ZION PROMENADE,New Sale,Strata,61,"30,157",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,139,200",764.24,"2,799",25-Aug,ZION PROMENADE,New Sale,Strata,71,"30,130",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,200,800",785.77,"2,801",25-Aug,ZION PROMENADE,New Sale,Strata,73,"30,148",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,891,600",678.13,"2,789",25-Aug,ZION PROMENADE,New Sale,Strata,63,"30,025",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,840,800","1,033.34","2,749",25-Aug,ZION PROMENADE,New Sale,Strata,96,"29,592",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,446,600",527.44,"2,743",25-Aug,ZION PROMENADE,New Sale,Strata,49,"29,522",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,212,600",785.77,"2,816",25-Aug,ZION PROMENADE,New Sale,Strata,73,"30,310",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,230,000",796.54,"2,800",25-Aug,ZION PROMENADE,New Sale,Strata,74,"30,135",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,903,800",678.13,"2,807",25-Aug,ZION PROMENADE,New Sale,Strata,63,"30,219",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,852,700",656.6,"2,822",25-Aug,ZION PROMENADE,New Sale,Strata,61,"30,372",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,852,700",656.6,"2,822",25-Aug,ZION PROMENADE,New Sale,Strata,61,"30,372",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,867,600",667.37,"2,798",25-Aug,ZION PROMENADE,New Sale,Strata,62,"30,123",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,861,400","1,033.34","2,769",25-Aug,ZION PROMENADE,New Sale,Strata,96,"29,806",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,901,600",688.9,"2,760",25-Aug,ZION PROMENADE,New Sale,Strata,64,"29,713",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,859,300",656.6,"2,832",25-Aug,ZION PROMENADE,New Sale,Strata,61,"30,480",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,859,300",656.6,"2,832",25-Aug,ZION PROMENADE,New Sale,Strata,61,"30,480",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,162,100",764.24,"2,829",25-Aug,ZION PROMENADE,New Sale,Strata,71,"30,452",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,454,500",527.44,"2,758",25-Aug,ZION PROMENADE,New Sale,Strata,49,"29,684",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,454,500",527.44,"2,758",25-Aug,ZION PROMENADE,New Sale,Strata,49,"29,684",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,244,400",796.54,"2,818",25-Aug,ZION PROMENADE,New Sale,Strata,74,"30,330",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,908,500",688.9,"2,770",25-Aug,ZION PROMENADE,New Sale,Strata,64,"29,820",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"1,865,900",656.6,"2,842",25-Aug,ZION PROMENADE,New Sale,Strata,61,"30,589",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"2,169,800",764.24,"2,839",25-Aug,ZION PROMENADE,New Sale,Strata,71,"30,561",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"2,253,900",796.54,"2,830",25-Aug,ZION PROMENADE,New Sale,Strata,74,"30,458",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"1,924,200",678.13,"2,838",25-Aug,ZION PROMENADE,New Sale,Strata,63,"30,543",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"2,882,100","1,033.34","2,789",25-Aug,ZION PROMENADE,New Sale,Strata,96,"30,022",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"1,915,400",688.9,"2,780",25-Aug,ZION PROMENADE,New Sale,Strata,64,"29,928",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"3,045,100","1,076.40","2,829",25-Aug,ZION PROMENADE,New Sale,Strata,100,"30,451",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"1,872,500",656.6,"2,852",25-Aug,ZION PROMENADE,New Sale,Strata,61,"30,697",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"1,465,100",527.44,"2,778",25-Aug,ZION PROMENADE,New Sale,Strata,49,"29,900",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
