Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
CONCOURSE SKYLINE,"2,230,000","1,140.98","1,954",Aug-23,BEACH ROAD,Resale,Strata,106,"21,038",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,26 to 30
DUO RESIDENCES,"1,158,800",527.44,"2,197",Aug-23,FRASER STREET,Resale,Strata,49,"23,649",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,16 to 20
MIDTOWN MODERN,"4,044,000","1,463.9","2,762",Aug-23,TAN QUEE LAN STREET,New Sale,Strata,136,"29,735",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
THE BENCOOLEN,"1,634,500","1,248.62","1,309",Aug-23,BENCOOLEN STREET,Resale,Strata,116,"14,091",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,01 to 05
DUO RESIDENCES,"2,480,000","1,108.69","2,237",Aug-23,FRASER STREET,Resale,Strata,103,"24,078",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,21 to 25
CITY GATE,"1,260,000",559.73,"2,251",Aug-23,BEACH ROAD,Resale,Strata,52,"24,231",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,26 to 30
CONCOURSE SKYLINE,"3,200,000","1,668.42","1,918",Aug-23,BEACH ROAD,Resale,Strata,155,"20,645",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,06 to 10
MIDTOWN MODERN,"1,571,130",409.03,"3,841",Jul-23,TAN QUEE LAN STREET,New Sale,Strata,38,"41,346",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,26 to 30
CONCOURSE SKYLINE,"1,450,000",871.88,"1,663",Jul-23,BEACH ROAD,Resale,Strata,81,"17,901",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,11 to 15
MIDTOWN BAY,"2,396,790",731.95,"3,275",Jul-23,BEACH ROAD,New Sale,Strata,68,"35,247",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,16 to 20
BURLINGTON SQUARE,"1,220,000",828.83,"1,472",Jul-23,BENCOOLEN STREET,Resale,Strata,77,"15,844",-,Apartment,1,99 yrs lease commencing from 1996,07,Rest of Central Region,06 to 10
MIDTOWN MODERN,"4,207,000","1,463.9","2,874",Jul-23,TAN QUEE LAN STREET,New Sale,Strata,136,"30,934",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
MIDTOWN MODERN,"4,260,000","1,463.9","2,910",Jul-23,TAN QUEE LAN STREET,New Sale,Strata,136,"31,324",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,21 to 25
MIDTOWN BAY,"1,612,600",484.38,"3,329",Jul-23,BEACH ROAD,New Sale,Strata,45,"35,836",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,11 to 15
MIDTOWN MODERN,"4,877,000","1,808.35","2,697",Jul-23,TAN QUEE LAN STREET,New Sale,Strata,168,"29,030",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
THE BENCOOLEN,"1,549,250",979.52,"1,582",Jul-23,BENCOOLEN STREET,Resale,Strata,91,"17,025",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,16 to 20
CITY GATE,"1,150,000",559.73,"2,055",Jul-23,BEACH ROAD,Resale,Strata,52,"22,115",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,898,200","1,356.26","1,400",Jul-23,BENCOOLEN STREET,Resale,Strata,126,"15,065",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,01 to 05
SOUTHBANK,"1,040,000",613.55,"1,695",Jul-23,NORTH BRIDGE ROAD,Resale,Strata,57,"18,246",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,452,000",850.36,"1,708",Jul-23,BENCOOLEN STREET,Resale,Strata,79,"18,380",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
MIDTOWN BAY,"1,617,300",462.85,"3,494",Jun-23,BEACH ROAD,New Sale,Strata,43,"37,612",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,16 to 20
THE M,"1,983,000",667.37,"2,971",Jun-23,MIDDLE ROAD,New Sale,Strata,62,"31,984",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
THE BENCOOLEN,"1,481,920",979.52,"1,513",Jun-23,BENCOOLEN STREET,Resale,Strata,91,"16,285",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
DUO RESIDENCES,"1,380,000",645.84,"2,137",Jun-23,FRASER STREET,Resale,Strata,60,"23,000",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,06 to 10
THE BENCOOLEN,"1,470,510",968.76,"1,518",Jun-23,BENCOOLEN STREET,Resale,Strata,90,"16,339",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
DUO RESIDENCES,"1,488,888",721.19,"2,064",Jun-23,FRASER STREET,Resale,Strata,67,"22,222",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,06 to 10
THE BENCOOLEN,"1,539,480",968.76,"1,589",Jun-23,BENCOOLEN STREET,Resale,Strata,90,"17,105",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,16 to 20
CONCOURSE SKYLINE,"2,450,000","1,334.74","1,836",Jun-23,BEACH ROAD,Resale,Strata,124,"19,758",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,06 to 10
THE BENCOOLEN,"1,360,000",828.83,"1,641",Jun-23,BENCOOLEN STREET,Resale,Strata,77,"17,662",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,16 to 20
THE BENCOOLEN,"1,361,620",850.36,"1,601",Jun-23,BENCOOLEN STREET,Resale,Strata,79,"17,236",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,335,900",850.36,"1,571",Jun-23,BENCOOLEN STREET,Resale,Strata,79,"16,910",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,863,000","1,173.28","1,588",Jun-23,BENCOOLEN STREET,Resale,Strata,109,"17,092",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,16 to 20
THE M,"1,715,000",667.37,"2,570",Jun-23,MIDDLE ROAD,Sub Sale,Strata,62,"27,661",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,06 to 10
THE BENCOOLEN,"1,754,700","1,033.34","1,698",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"18,278",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,16 to 20
THE BENCOOLEN,"1,742,500","1,033.34","1,686",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"18,151",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,16 to 20
THE BENCOOLEN,"1,833,000","1,173.28","1,562",Jun-23,BENCOOLEN STREET,Resale,Strata,109,"16,817",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,371,120",850.36,"1,612",Jun-23,BENCOOLEN STREET,Resale,Strata,79,"17,356",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,416,600",850.36,"1,666",Jun-23,BENCOOLEN STREET,Resale,Strata,79,"17,932",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,449,400",968.76,"1,496",Jun-23,BENCOOLEN STREET,Resale,Strata,90,"16,104",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,728,000","1,033.34","1,672",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"18,000",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,805,000","1,173.28","1,538",Jun-23,BENCOOLEN STREET,Resale,Strata,109,"16,560",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,331,900",850.36,"1,566",Jun-23,BENCOOLEN STREET,Resale,Strata,79,"16,859",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,677,880","1,033.34","1,624",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"17,478",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,697,200","1,033.34","1,642",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"17,679",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
BURLINGTON SQUARE,"1,280,000",871.88,"1,468",Jun-23,BENCOOLEN STREET,Resale,Strata,81,"15,802",-,Apartment,1,99 yrs lease commencing from 1996,07,Rest of Central Region,16 to 20
THE BENCOOLEN,"1,671,220","1,033.34","1,617",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"17,409",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,725,400","1,033.34","1,670",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"17,973",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,661,220","1,033.34","1,608",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"17,304",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,404,808",828.83,"1,695",Jun-23,BENCOOLEN STREET,Resale,Strata,77,"18,244",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,417,800",828.83,"1,711",Jun-23,BENCOOLEN STREET,Resale,Strata,77,"18,413",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,16 to 20
THE BENCOOLEN,"1,647,900","1,033.34","1,595",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"17,166",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,01 to 05
THE BENCOOLEN,"1,730,400","1,033.34","1,675",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"18,025",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,760,000","1,033.34","1,703",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"18,333",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,16 to 20
MIDTOWN BAY,"3,304,600","1,033.34","3,198",Jun-23,BEACH ROAD,New Sale,Strata,96,"34,423",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,26 to 30
MIDTOWN BAY,"2,304,720",731.95,"3,149",Jun-23,BEACH ROAD,New Sale,Strata,68,"33,893",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,16 to 20
THE BENCOOLEN,"1,667,000","1,033.34","1,613",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"17,365",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,704,000","1,033.34","1,649",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"17,750",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,654,650","1,033.34","1,601",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"17,236",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,422,400",850.36,"1,673",Jun-23,BENCOOLEN STREET,Resale,Strata,79,"18,005",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,16 to 20
THE BENCOOLEN,"1,681,300","1,033.34","1,627",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"17,514",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,677,654","1,033.34","1,624",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"17,476",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,439,300",850.36,"1,693",Jun-23,BENCOOLEN STREET,Resale,Strata,79,"18,219",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,16 to 20
TEXTILE CENTRE,"1,020,000",904.18,"1,128",Jun-23,JALAN SULTAN,Resale,Strata,84,"12,143",-,Apartment,1,99 yrs lease commencing from 1970,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,344,500",828.83,"1,622",Jun-23,BENCOOLEN STREET,Resale,Strata,77,"17,461",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,880,000","1,173.28","1,602",Jun-23,BENCOOLEN STREET,Resale,Strata,109,"17,248",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,16 to 20
THE BENCOOLEN,"1,835,000","1,173.28","1,564",Jun-23,BENCOOLEN STREET,Resale,Strata,109,"16,835",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,693,800","1,033.34","1,639",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"17,644",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,328,000",828.83,"1,602",Jun-23,BENCOOLEN STREET,Resale,Strata,77,"17,247",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,788,000","1,173.28","1,524",Jun-23,BENCOOLEN STREET,Resale,Strata,109,"16,404",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,327,900",850.36,"1,562",Jun-23,BENCOOLEN STREET,Resale,Strata,79,"16,809",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,01 to 05
THE BENCOOLEN,"1,631,600","1,033.34","1,579",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"16,996",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,01 to 05
THE BENCOOLEN,"1,350,000",828.83,"1,629",Jun-23,BENCOOLEN STREET,Resale,Strata,77,"17,532",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
MIDTOWN MODERN,"4,135,230","1,442.38","2,867",Jun-23,TAN QUEE LAN STREET,New Sale,Strata,134,"30,860",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,21 to 25
THE BENCOOLEN,"1,715,000","1,033.34","1,660",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"17,865",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE M,"2,357,000",731.95,"3,220",Jun-23,MIDDLE ROAD,New Sale,Strata,68,"34,662",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
MIDTOWN MODERN,"3,012,000",904.18,"3,331",Jun-23,TAN QUEE LAN STREET,New Sale,Strata,84,"35,857",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,26 to 30
MIDTOWN MODERN,"4,877,000","1,808.35","2,697",Jun-23,TAN QUEE LAN STREET,New Sale,Strata,168,"29,030",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
THE BENCOOLEN,"1,671,200","1,033.34","1,617",Jun-23,BENCOOLEN STREET,Resale,Strata,96,"17,408",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,408,000",828.83,"1,699",Jun-23,BENCOOLEN STREET,Resale,Strata,77,"18,286",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,365,660",850.36,"1,606",Jun-23,BENCOOLEN STREET,Resale,Strata,79,"17,287",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
THE BENCOOLEN,"1,333,000",828.83,"1,608",May-23,BENCOOLEN STREET,Resale,Strata,77,"17,312",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE BENCOOLEN,"1,330,000",850.36,"1,564",May-23,BENCOOLEN STREET,Resale,Strata,79,"16,835",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
THE PLAZA,"805,000",548.96,"1,466",May-23,BEACH ROAD,Resale,Strata,51,"15,784",-,Apartment,1,99 yrs lease commencing from 1968,07,Core Central Region,21 to 25
CONCOURSE SKYLINE,"2,730,000","1,420.85","1,921",May-23,BEACH ROAD,Resale,Strata,132,"20,682",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,11 to 15
THE BENCOOLEN,"1,312,000",828.83,"1,583",May-23,BENCOOLEN STREET,Resale,Strata,77,"17,039",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,01 to 05
MIDTOWN MODERN,"2,000,000",635.08,"3,149",May-23,TAN QUEE LAN STREET,Sub Sale,Strata,59,"33,898",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
MIDTOWN BAY,"2,241,300",731.95,"3,062",May-23,BEACH ROAD,New Sale,Strata,68,"32,960",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,06 to 10
MIDTOWN MODERN,"3,998,000","1,463.9","2,731",May-23,TAN QUEE LAN STREET,New Sale,Strata,136,"29,397",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
THE BENCOOLEN,"1,413,500",828.83,"1,705",May-23,BENCOOLEN STREET,Resale,Strata,77,"18,357",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,16 to 20
CONCOURSE SKYLINE,"1,505,000",785.77,"1,915",May-23,BEACH ROAD,Resale,Strata,73,"20,616",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,11 to 15
MIDTOWN BAY,"2,264,800",731.95,"3,094",May-23,BEACH ROAD,New Sale,Strata,68,"33,306",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,11 to 15
THE M,"2,022,000",764.24,"2,646",May-23,MIDDLE ROAD,New Sale,Strata,71,"28,479",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
MIDTOWN MODERN,"3,976,000","1,463.9","2,716",May-23,TAN QUEE LAN STREET,New Sale,Strata,136,"29,235",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
CONCOURSE SKYLINE,"5,700,000","2,131.27","2,674",May-23,BEACH ROAD,Resale,Strata,198,"28,788",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,31 to 35
MIDTOWN MODERN,"5,417,000","1,808.35","2,996",May-23,TAN QUEE LAN STREET,New Sale,Strata,168,"32,244",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
MIDTOWN MODERN,"5,514,000","1,808.35","3,049",May-23,TAN QUEE LAN STREET,New Sale,Strata,168,"32,821",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
BURLINGTON SQUARE,"1,600,000","1,119.46","1,429",May-23,BENCOOLEN STREET,Resale,Strata,104,"15,385",-,Apartment,1,99 yrs lease commencing from 1996,07,Rest of Central Region,06 to 10
DUO RESIDENCES,"1,250,000",419.8,"2,978",May-23,FRASER STREET,Resale,Strata,39,"32,051",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,16 to 20
MIDTOWN MODERN,"5,174,730","1,808.35","2,862",May-23,TAN QUEE LAN STREET,New Sale,Strata,168,"30,802",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
CONCOURSE SKYLINE,"5,375,000","2,142.04","2,509",May-23,BEACH ROAD,Resale,Strata,199,"27,010",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,31 to 35
MIDTOWN MODERN,"2,892,000",904.18,"3,198",May-23,TAN QUEE LAN STREET,New Sale,Strata,84,"34,429",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,26 to 30
MIDTOWN MODERN,"4,155,000","1,463.9","2,838",May-23,TAN QUEE LAN STREET,New Sale,Strata,136,"30,551",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
THE M,"1,907,000",635.08,"3,003",May-23,MIDDLE ROAD,New Sale,Strata,59,"32,322",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
CITY GATE,"1,000,000",452.09,"2,212",May-23,BEACH ROAD,Resale,Strata,42,"23,810",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,21 to 25
DUO RESIDENCES,"2,380,000","1,022.58","2,327",May-23,FRASER STREET,Resale,Strata,95,"25,053",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,31 to 35
TEXTILE CENTRE,"1,000,000",882.65,"1,133",May-23,JALAN SULTAN,Resale,Strata,82,"12,195",-,Apartment,1,99 yrs lease commencing from 1970,07,Rest of Central Region,16 to 20
MIDTOWN BAY,"1,576,000",473.62,"3,328",May-23,BEACH ROAD,New Sale,Strata,44,"35,818",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,11 to 15
DUO RESIDENCES,"2,330,000","1,184.04","1,968",May-23,FRASER STREET,Resale,Strata,110,"21,182",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,16 to 20
MIDTOWN BAY,"2,221,900",731.95,"3,036",Apr-23,BEACH ROAD,New Sale,Strata,68,"32,675",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,11 to 15
MIDTOWN MODERN,"3,876,000","1,442.38","2,687",Apr-23,TAN QUEE LAN STREET,New Sale,Strata,134,"28,925",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
MIDTOWN MODERN,"4,849,020","1,808.35","2,681",Apr-23,TAN QUEE LAN STREET,New Sale,Strata,168,"28,863",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
MIDTOWN MODERN,"5,719,000","1,808.35","3,163",Apr-23,TAN QUEE LAN STREET,New Sale,Strata,168,"34,042",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,21 to 25
MIDTOWN MODERN,"1,406,000",473.62,"2,969",Apr-23,TAN QUEE LAN STREET,Sub Sale,Strata,44,"31,955",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
MIDTOWN BAY,"2,437,000",731.95,"3,329",Apr-23,BEACH ROAD,New Sale,Strata,68,"35,838",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,16 to 20
CONCOURSE SKYLINE,"2,760,000","1,420.85","1,943",Apr-23,BEACH ROAD,Resale,Strata,132,"20,909",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,11 to 15
MIDTOWN BAY,"2,183,200",731.95,"2,983",Apr-23,BEACH ROAD,New Sale,Strata,68,"32,106",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,11 to 15
MIDTOWN BAY,"2,335,300",731.95,"3,191",Apr-23,BEACH ROAD,New Sale,Strata,68,"34,343",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,11 to 15
MIDTOWN BAY,"2,307,500",731.95,"3,153",Apr-23,BEACH ROAD,New Sale,Strata,68,"33,934",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,16 to 20
MIDTOWN BAY,"2,603,600",731.95,"3,557",Apr-23,BEACH ROAD,New Sale,Strata,68,"38,288",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,16 to 20
MIDTOWN MODERN,"4,840,110","1,808.35","2,677",Apr-23,TAN QUEE LAN STREET,New Sale,Strata,168,"28,810",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
THE M,"1,882,000",635.08,"2,963",Apr-23,MIDDLE ROAD,New Sale,Strata,59,"31,898",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
DUO RESIDENCES,"2,050,000",968.76,"2,116",Apr-23,FRASER STREET,Resale,Strata,90,"22,778",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,16 to 20
MIDTOWN MODERN,"1,503,810",409.03,"3,677",Apr-23,TAN QUEE LAN STREET,New Sale,Strata,38,"39,574",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,26 to 30
THE M,"1,998,000",796.54,"2,508",Apr-23,MIDDLE ROAD,New Sale,Strata,74,"27,000",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
CONCOURSE SKYLINE,"2,276,140","1,087.16","2,094",Apr-23,BEACH ROAD,Resale,Strata,101,"22,536",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,26 to 30
MIDTOWN MODERN,"1,472,130",409.03,"3,599",Apr-23,TAN QUEE LAN STREET,New Sale,Strata,38,"38,740",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,26 to 30
MIDTOWN MODERN,"4,028,310","1,463.9","2,752",Apr-23,TAN QUEE LAN STREET,New Sale,Strata,136,"29,620",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
CONCOURSE SKYLINE,"1,400,000",861.12,"1,626",Apr-23,BEACH ROAD,Resale,Strata,80,"17,500",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,06 to 10
THE PLAZA,"1,250,000",990.29,"1,262",Apr-23,BEACH ROAD,Resale,Strata,92,"13,587",-,Apartment,1,99 yrs lease commencing from 1968,07,Core Central Region,26 to 30
MIDTOWN BAY,"1,473,300",409.03,"3,602",Apr-23,BEACH ROAD,New Sale,Strata,38,"38,771",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,16 to 20
MIDTOWN MODERN,"5,458,860","1,808.35","3,019",Apr-23,TAN QUEE LAN STREET,New Sale,Strata,168,"32,493",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
MIDTOWN MODERN,"1,534,500",409.03,"3,752",Apr-23,TAN QUEE LAN STREET,New Sale,Strata,38,"40,382",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,26 to 30
TEXTILE CENTRE,"910,000",882.65,"1,031",Apr-23,JALAN SULTAN,Resale,Strata,82,"11,098",-,Apartment,1,99 yrs lease commencing from 1970,07,Rest of Central Region,16 to 20
MIDTOWN MODERN,"4,898,000","1,808.35","2,709",Apr-23,TAN QUEE LAN STREET,New Sale,Strata,168,"29,155",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
CONCOURSE SKYLINE,"2,360,000","1,097.93","2,150",Mar-23,BEACH ROAD,Resale,Strata,102,"23,137",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,16 to 20
DUO RESIDENCES,"2,400,000","1,108.69","2,165",Mar-23,FRASER STREET,Resale,Strata,103,"23,301",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,11 to 15
MIDTOWN MODERN,"5,033,160","1,808.35","2,783",Mar-23,TAN QUEE LAN STREET,New Sale,Strata,168,"29,959",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
CONCOURSE SKYLINE,"1,400,000",818.06,"1,711",Mar-23,BEACH ROAD,Resale,Strata,76,"18,421",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,11 to 15
MIDTOWN BAY,"1,454,100",409.03,"3,555",Mar-23,BEACH ROAD,New Sale,Strata,38,"38,266",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,16 to 20
