Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
NOUVELLE PARK,"1,818,000","1,496.20","1,215",25-Aug,POH HUAT ROAD WEST,Resale,Strata,139,"13,079",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"780,000",462.85,"1,685",25-Aug,HOUGANG AVENUE 7,Resale,Strata,43,"18,140",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
KINGSFORD WATERBAY,"1,570,000","1,108.69","1,416",25-Aug,UPPER SERANGOON VIEW,Resale,Strata,103,"15,243",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,16 to 20
RIVERFRONT RESIDENCES,"1,930,000",,"1,741",25-Aug,HOUGANG AVENUE 7,Resale,Strata,103,"18,738",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
PARC VERA,"1,150,000",785.77,"1,464",25-Aug,HOUGANG STREET 32,Resale,Strata,73,"15,753",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
THE GARDEN RESIDENCES,"1,515,000",796.54,"1,902",25-Aug,SERANGOON NORTH VIEW,Resale,Strata,74,"20,473",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
CHUAN PARK,"2,720,800","1,033.34","2,633",25-Aug,LORONG CHUAN,New Sale,Strata,96,"28,342",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,01 to 05
COMPASS HEIGHTS,"1,698,000","1,323.97","1,283",25-Aug,SENGKANG SQUARE,Resale,Strata,123,"13,805",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,100,000",635.08,"1,732",25-Aug,HOUGANG AVENUE 2,Resale,Strata,59,"18,644",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
KINGSFORD WATERBAY,"721,000",484.38,"1,489",25-Aug,UPPER SERANGOON VIEW,Resale,Strata,45,"16,022",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
WATERTOWN,"880,000",527.44,"1,668",25-Aug,PUNGGOL CENTRAL,Resale,Strata,49,"17,959",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
THE SUNNYDALE,"2,138,000","1,517.72","1,409",25-Aug,SERANGOON AVENUE 3,Resale,Strata,141,"15,163",-,Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
KOVAN MELODY,"1,500,000",904.18,"1,659",25-Aug,KOVAN ROAD,Resale,Strata,84,"17,857",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"1,025,000",613.55,"1,671",25-Aug,SERANGOON NORTH AVENUE 1,Resale,Strata,57,"17,982",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
BOATHOUSE RESIDENCES,"2,150,000","1,463.90","1,469",25-Aug,UPPER SERANGOON VIEW,Resale,Strata,136,"15,809",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,630,000",871.88,"1,870",25-Aug,HOUGANG AVENUE 7,Resale,Strata,81,"20,123",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
KINGSFORD WATERBAY,"1,205,000",861.12,"1,399",25-Aug,UPPER SERANGOON VIEW,Resale,Strata,80,"15,063",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"790,000",462.85,"1,707",25-Aug,HOUGANG AVENUE 7,Resale,Strata,43,"18,372",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
AFFINITY AT SERANGOON,"933,000",538.2,"1,734",25-Aug,SERANGOON NORTH AVENUE 1,Resale,Strata,50,"18,660",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
RIO VISTA,"2,615,000","2,464.96","1,061",25-Aug,UPPER SERANGOON VIEW,Resale,Strata,229,"11,419",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,16 to 20
KOVAN GRANDEUR,"663,800",430.56,"1,542",25-Aug,TAMPINES ROAD,Resale,Strata,40,"16,595",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
BOTANIQUE AT BARTLEY,"2,208,888",958,"2,306",25-Aug,UPPER PAYA LEBAR ROAD,Resale,Strata,89,"24,819",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"935,000",527.44,"1,773",25-Aug,HOUGANG AVENUE 2,Resale,Strata,49,"19,082",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
A TREASURE TROVE,"1,888,000","1,205.57","1,566",25-Aug,PUNGGOL WALK,Resale,Strata,112,"16,857",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
RIVER ISLES,"1,340,000",893.41,"1,500",25-Aug,EDGEDALE PLAINS,Resale,Strata,83,"16,145",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
BARTLEY RESIDENCES,"2,760,000","1,797.59","1,535",25-Aug,LORONG HOW SUN,Resale,Strata,167,"16,527",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
JEWEL @ BUANGKOK,"1,280,000",775.01,"1,652",25-Aug,COMPASSVALE BOW,Resale,Strata,72,"17,778",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE LUXURIE,"2,120,888","1,313.21","1,615",25-Aug,COMPASSVALE ROAD,Resale,Strata,122,"17,384",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"1,851,888","1,097.93","1,687",25-Aug,LORONG HOW SUN,Resale,Strata,102,"18,156",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
CHERRY GARDENS,"1,880,000","2,163.56",869,25-Aug,LORONG LEW LIAN,Resale,Strata,201,"9,353",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,01 to 05
JEWEL @ BUANGKOK,"1,300,000",839.59,"1,548",25-Aug,COMPASSVALE BOW,Resale,Strata,78,"16,667",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
TERRASSE,"1,355,000",850.36,"1,593",25-Aug,TERRASSE LANE,Resale,Strata,79,"17,152",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"1,008,000",678.13,"1,486",25-Aug,UPPER SERANGOON VIEW,Resale,Strata,63,"16,000",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
THE TEMBUSU,"3,000,008","1,367.03","2,195",25-Aug,TAMPINES ROAD,Resale,Strata,127,"23,622",-,Condominium,1,Freehold,19,Outside Central Region,16 to 20
AFFINITY AT SERANGOON,"1,440,000",731.95,"1,967",25-Aug,SERANGOON NORTH AVENUE 1,Resale,Strata,68,"21,176",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
RIVERSOUND RESIDENCE,"1,050,000",753.48,"1,394",25-Aug,SENGKANG EAST AVENUE,Resale,Strata,70,"15,000",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
REGENTVILLE,"1,358,000","1,151.75","1,179",25-Aug,HOUGANG STREET 92,Resale,Strata,107,"12,692",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,11 to 15
AFFINITY AT SERANGOON,"1,560,000",850.36,"1,835",25-Aug,SERANGOON NORTH AVENUE 1,Resale,Strata,79,"19,747",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
AFFINITY AT SERANGOON,"2,160,000","1,151.75","1,875",25-Aug,SERANGOON NORTH AVENUE 1,Resale,Strata,107,"20,187",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,818,000",925.7,"1,964",25-Aug,HOUGANG AVENUE 2,Resale,Strata,86,"21,140",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
CHUAN PARK,"2,006,500",731.95,"2,741",25-Aug,LORONG CHUAN,New Sale,Strata,68,"29,507",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,11 to 15
RIVER ISLES,"1,400,800",947.23,"1,479",25-Aug,EDGEDALE PLAINS,Resale,Strata,88,"15,918",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
RIVERSAILS,"1,650,000","1,108.69","1,488",25-Aug,UPPER SERANGOON CRESCENT,Resale,Strata,103,"16,019",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"825,000",516.67,"1,597",25-Aug,HOUGANG AVENUE 7,Resale,Strata,48,"17,188",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"705,000",473.62,"1,489",25-Aug,UPPER SERANGOON VIEW,Resale,Strata,44,"16,023",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
THE SPRINGBLOOM,"2,180,000","1,302.44","1,674",25-Aug,SERANGOON AVENUE 3,Resale,Strata,121,"18,017",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,06 to 10
WATERTOWN,"980,000",570.49,"1,718",25-Aug,PUNGGOL CENTRAL,Resale,Strata,53,"18,491",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
FOREST WOODS,"2,885,000","1,237.86","2,331",25-Aug,LORONG LEW LIAN,Resale,Strata,115,"25,087",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,070,000",613.55,"1,744",25-Aug,HOUGANG AVENUE 7,Resale,Strata,57,"18,772",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
SENGKANG GRAND RESIDENCES,"910,000",473.62,"1,921",25-Aug,COMPASSVALE BOW,Sub Sale,Strata,44,"20,682",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
BOATHOUSE RESIDENCES,"1,308,000",914.94,"1,430",25-Aug,UPPER SERANGOON VIEW,Resale,Strata,85,"15,388",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE MINTON,"2,300,888","1,334.74","1,724",25-Jul,HOUGANG STREET 11,Resale,Strata,124,"18,556",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
BOTANIQUE AT BARTLEY,"1,535,000",731.95,"2,097",25-Jul,UPPER PAYA LEBAR ROAD,Resale,Strata,68,"22,574",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,16 to 20
STARS OF KOVAN,"1,880,000",947.23,"1,985",25-Jul,UPPER SERANGOON ROAD,Resale,Strata,88,"21,364",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,06 to 10
PARC VERA,"1,250,000",871.88,"1,434",25-Jul,HOUGANG STREET 32,Resale,Strata,81,"15,432",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
AMARANDA GARDENS,"2,610,000","1,162.51","2,245",25-Jul,SERANGOON AVENUE 3,Resale,Strata,108,"24,167",-,Condominium,1,Freehold,19,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"850,000",484.38,"1,755",25-Jul,HOUGANG AVENUE 2,Resale,Strata,45,"18,889",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
RIVERFRONT RESIDENCES,"2,450,000","1,410.08","1,737",25-Jul,HOUGANG AVENUE 7,Resale,Strata,131,"18,702",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
AMARANDA GARDENS,"3,216,800","1,463.90","2,197",25-Jul,SERANGOON AVENUE 3,Resale,Strata,136,"23,653",-,Condominium,1,Freehold,19,Outside Central Region,11 to 15
RIO VISTA,"2,260,000","2,152.80","1,050",25-Jul,UPPER SERANGOON VIEW,Resale,Strata,200,"11,300",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,16 to 20
THE GARDEN RESIDENCES,"1,450,000",796.54,"1,820",25-Jul,SERANGOON NORTH VIEW,Resale,Strata,74,"19,595",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"1,620,000",904.18,"1,792",25-Jul,LORONG HOW SUN,Resale,Strata,84,"19,286",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
VIBES@UPPER SERANGOON,"665,000",387.5,"1,716",25-Jul,UPPER SERANGOON ROAD,Resale,Strata,36,"18,472",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,980,000",990.29,"1,999",25-Jul,HOUGANG AVENUE 2,Resale,Strata,92,"21,522",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
CHILTERN PARK,"1,445,000",914.94,"1,579",25-Jul,SERANGOON AVENUE 3,Resale,Strata,85,"17,000",-,Condominium,1,99 yrs lease commencing from 1991,19,Outside Central Region,06 to 10
EVERGREEN PARK,"1,325,000","1,237.86","1,070",25-Jul,HOUGANG AVENUE 7,Resale,Strata,115,"11,522",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,11 to 15
THE GARDEN RESIDENCES,"1,758,888",904.18,"1,945",25-Jul,SERANGOON NORTH VIEW,Resale,Strata,84,"20,939",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
KENSINGTON SQUARE,"1,088,000",613.55,"1,773",25-Jul,JALAN LOKAM,Resale,Strata,57,"19,088",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
BOTANIQUE AT BARTLEY,"905,000",495.14,"1,828",25-Jul,UPPER PAYA LEBAR ROAD,Resale,Strata,46,"19,674",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,234,000",721.19,"1,711",25-Jul,HOUGANG AVENUE 7,Resale,Strata,67,"18,418",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE SCALA,"1,688,000",850.36,"1,985",25-Jul,SERANGOON AVENUE 3,Resale,Strata,79,"21,367",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
BOTANIQUE AT BARTLEY,"2,368,888","1,065.64","2,223",25-Jul,UPPER PAYA LEBAR ROAD,Resale,Strata,99,"23,928",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
ISUITES @ PALM,"660,000",430.56,"1,533",25-Jul,GLASGOW ROAD,Resale,Strata,40,"16,500",-,Apartment,1,999 yrs lease commencing from 1878,19,Outside Central Region,01 to 05
KENSINGTON SQUARE,"1,420,000","1,044.11","1,360",25-Jul,JALAN LOKAM,Resale,Strata,97,"14,639",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE LUXURIE,"1,950,000","1,205.57","1,617",25-Jul,COMPASSVALE ROAD,Resale,Strata,112,"17,411",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
RESIDENCES BOTANIQUE,"1,600,000","1,033.34","1,548",25-Jul,YIO CHU KANG ROAD,Resale,Strata,96,"16,667",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
JADE RESIDENCES,"2,320,000","1,603.84","1,447",25-Jul,LEW LIAN VALE,Resale,Strata,149,"15,570",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"2,280,000","1,162.51","1,961",25-Jul,LORONG HOW SUN,Resale,Strata,108,"21,111",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
KINGSFORD WATERBAY,"1,248,000",850.36,"1,468",25-Jul,UPPER SERANGOON VIEW,Resale,Strata,79,"15,797",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
THE MINTON,"1,640,000","1,097.93","1,494",25-Jul,HOUGANG STREET 11,Resale,Strata,102,"16,078",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"2,960,000","1,679.18","1,763",25-Jul,HOUGANG AVENUE 7,Resale,Strata,156,"18,974",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THE TEMBUSU,"1,495,000",753.48,"1,984",25-Jul,TAMPINES ROAD,Resale,Strata,70,"21,357",-,Condominium,1,Freehold,19,Outside Central Region,11 to 15
RIVERSAILS,"1,210,000",850.36,"1,423",25-Jul,UPPER SERANGOON CRESCENT,Resale,Strata,79,"15,316",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
THE GARDEN RESIDENCES,"925,000",516.67,"1,790",25-Jul,SERANGOON NORTH VIEW,Resale,Strata,48,"19,271",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
LA FIESTA,"1,958,000","1,097.93","1,783",25-Jul,SENGKANG SQUARE,Resale,Strata,102,"19,196",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
FOREST WOODS,"1,322,000",656.6,"2,013",25-Jul,LORONG LEW LIAN,Resale,Strata,61,"21,672",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
THE SUNNYDALE,"1,900,000","1,356.26","1,401",25-Jul,SERANGOON AVENUE 3,Resale,Strata,126,"15,079",-,Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
CHUAN PARK,"2,024,900",731.95,"2,766",25-Jul,LORONG CHUAN,New Sale,Strata,68,"29,778",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,16 to 20
JANSEN HOUSE,"2,150,000","1,033.34",,25-Jul,JANSEN ROAD,New Sale,Strata,96,"22,396",-,Apartment,1,999 yrs lease commencing from 1876,19,Outside Central Region,01 to 05
THE GAZANIA,"2,360,000",990.29,"2,383",25-Jul,HOW SUN DRIVE,Resale,Strata,92,"25,652",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
JADE RESIDENCES,"1,952,888","1,291.68","1,512",25-Jul,LEW LIAN VALE,Resale,Strata,120,"16,274",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
KOVAN MELODY,"1,530,000",904.18,"1,692",25-Jul,KOVAN ROAD,Resale,Strata,84,"18,214",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,06 to 10
BARTLEY RESIDENCES,"1,681,888",904.18,"1,860",25-Jul,LORONG HOW SUN,Resale,Strata,84,"20,022",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
BARTLEY RESIDENCES,"1,430,000",796.54,"1,795",25-Jul,LORONG HOW SUN,Resale,Strata,74,"19,324",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
VIBES@UPPER SERANGOON,"685,000",409.03,"1,675",25-Jul,UPPER SERANGOON ROAD,Resale,Strata,38,"18,026",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
OASIS GARDEN,"2,360,000","1,334.74","1,768",25-Jul,JALAN BUNGA RAMPAI,Resale,Strata,124,"19,032",-,Condominium,1,Freehold,19,Rest of Central Region,11 to 15
KINGSFORD WATERBAY,"1,320,000",958,"1,378",25-Jul,UPPER SERANGOON VIEW,Resale,Strata,89,"14,831",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
THE FLORENCE RESIDENCES,"1,770,000",893.41,"1,981",25-Jul,HOUGANG AVENUE 2,Resale,Strata,83,"21,325",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
RIVER ISLES,"1,565,000","1,065.64","1,469",25-Jul,EDGEDALE PLAINS,Resale,Strata,99,"15,808",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE MINTON,"880,000",613.55,"1,434",25-Jul,HOUGANG STREET 11,Resale,Strata,57,"15,439",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
RIVER ISLES,"1,738,000","1,140.98","1,523",25-Jul,EDGEDALE PLAINS,Resale,Strata,106,"16,396",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
RIVERFRONT RESIDENCES,"1,518,888",871.88,"1,742",25-Jul,HOUGANG AVENUE 7,Resale,Strata,81,"18,752",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
JEWEL @ BUANGKOK,"2,100,000","1,216.33","1,727",25-Jul,COMPASSVALE BOW,Resale,Strata,113,"18,584",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,16 to 20
CASA CAMBIO,"1,138,000",667.37,"1,705",25-Jul,LIM TUA TOW ROAD,Resale,Strata,62,"18,355",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,302,888",667.37,"1,952",25-Jul,HOUGANG AVENUE 2,Resale,Strata,62,"21,014",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
SPACE @ KOVAN,"725,000",430.56,"1,684",25-Jul,YIO CHU KANG ROAD,Resale,Strata,40,"18,125",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"1,350,000",882.65,"1,529",25-Jul,UPPER SERANGOON VIEW,Resale,Strata,82,"16,463",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
BOTANIQUE AT BARTLEY,"1,430,000",731.95,"1,954",25-Jul,UPPER PAYA LEBAR ROAD,Resale,Strata,68,"21,029",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"1,610,000",871.88,"1,847",25-Jul,LORONG HOW SUN,Resale,Strata,81,"19,877",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
RIVER ISLES,"1,180,000",753.48,"1,566",25-Jul,EDGEDALE PLAINS,Resale,Strata,70,"16,857",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
LA FIESTA,"1,530,000",839.59,"1,822",25-Jul,SENGKANG SQUARE,Resale,Strata,78,"19,615",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
D'HIRO@HILLSIDE,"1,520,000","1,108.69","1,371",25-Jul,HILLSIDE DRIVE,Resale,Strata,103,"14,757",-,Apartment,1,999 yrs lease commencing from 1876,19,Outside Central Region,01 to 05
WATERTOWN,"2,110,000","1,119.46","1,885",25-Jul,PUNGGOL CENTRAL,Resale,Strata,104,"20,288",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
WATERTOWN,"952,000",645.84,"1,474",25-Jul,PUNGGOL CENTRAL,Resale,Strata,60,"15,867",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
KOVAN GRANDEUR,"840,000",570.49,"1,472",25-Jul,TAMPINES ROAD,Resale,Strata,53,"15,849",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
JEWEL @ BUANGKOK,"2,088,000","1,108.69","1,883",25-Jul,COMPASSVALE BOW,Resale,Strata,103,"20,272",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE MINTON,"1,450,000","1,302.44","1,113",25-Jul,HOUGANG STREET 11,Resale,Strata,121,"11,983",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
THE TEMBUSU,"2,210,000","1,044.11","2,117",25-Jul,TAMPINES ROAD,Resale,Strata,97,"22,784",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
THE MINTON,"1,510,000",979.52,"1,542",25-Jul,HOUGANG STREET 11,Resale,Strata,91,"16,593",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
CHUAN PARK,"1,964,900",731.95,"2,684",25-Jul,LORONG CHUAN,New Sale,Strata,68,"28,896",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,01 to 05
THE LUXURIE,"1,268,000",796.54,"1,592",25-Jul,COMPASSVALE ROAD,Resale,Strata,74,"17,135",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"765,000",462.85,"1,653",25-Jul,HOUGANG AVENUE 7,Resale,Strata,43,"17,791",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
SENGKANG GRAND RESIDENCES,"1,545,000",764.24,"2,022",25-Jul,COMPASSVALE BOW,Sub Sale,Strata,71,"21,761",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
REGENTVILLE,"1,408,000","1,151.75","1,222",25-Jul,HOUGANG STREET 92,Resale,Strata,107,"13,159",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,11 to 15
CHILTERN PARK,"2,300,000","1,571.54","1,464",25-Jul,SERANGOON AVENUE 3,Resale,Strata,146,"15,753",-,Condominium,1,99 yrs lease commencing from 1991,19,Outside Central Region,06 to 10
OASIS GARDEN,"2,115,000","1,216.33","1,739",25-Jul,JALAN BUNGA RAMPAI,Resale,Strata,113,"18,717",-,Condominium,1,Freehold,19,Rest of Central Region,01 to 05
THE QUARTZ,"1,620,000","1,054.87","1,536",25-Jul,COMPASSVALE BOW,Resale,Strata,98,"16,531",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,11 to 15
WATERTOWN,"990,000",602.78,"1,642",25-Jul,PUNGGOL CENTRAL,Resale,Strata,56,"17,679",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE FLORENCE RESIDENCES,"2,690,000","1,280.92","2,100",25-Jul,HOUGANG AVENUE 2,Resale,Strata,119,"22,605",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
BOTANIQUE AT BARTLEY,"1,260,000",656.6,"1,919",25-Jul,UPPER PAYA LEBAR ROAD,Resale,Strata,61,"20,656",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
CHUAN PARK,"2,647,100","1,022.58","2,589",25-Jul,LORONG CHUAN,New Sale,Strata,95,"27,864",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,01 to 05
AFFINITY AT SERANGOON,"1,063,000",613.55,"1,733",25-Jul,SERANGOON NORTH AVENUE 1,Resale,Strata,57,"18,649",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
RIVERFRONT RESIDENCES,"1,380,000",721.19,"1,914",25-Jul,HOUGANG AVENUE 7,Resale,Strata,67,"20,597",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE QUARTZ,"1,790,000","1,194.80","1,498",25-Jul,COMPASSVALE BOW,Resale,Strata,111,"16,126",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,11 to 15
RIVERSOUND RESIDENCE,"1,580,000","1,162.51","1,359",25-Jul,SENGKANG EAST AVENUE,Resale,Strata,108,"14,630",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
RIVERVALE CREST,"1,660,000","1,539.25","1,078",25-Jul,RIVERVALE CRESCENT,Resale,Strata,143,"11,608",-,Apartment,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
